#separator:tab
#html:true
#columns:CardType	SourceId	Prompt	Answer	Audio	Context	Tags
pronunciation	toas001	Listen, repeat aloud, then compare your stress and vowels.	За встре́чу!	[sound:zastolom_toas001.mp3]	Feedback targets: stress, vowel_reduction	toasts p1 type_pronunciation source_toas001
pronunciation	toas002	Listen, repeat aloud, then compare your stress and vowels.	За знако́мство!	[sound:zastolom_toas002.mp3]	Feedback targets: stress, vowel_reduction	toasts p2 type_pronunciation source_toas002
pronunciation	toas003	Listen, repeat aloud, then compare your stress and vowels.	За роди́телей!	[sound:zastolom_toas003.mp3]	Feedback targets: stress, vowel_reduction	toasts p2 type_pronunciation source_toas003
pronunciation	toas004	Listen, repeat aloud, then compare your stress and vowels.	За хозя́йку!	[sound:zastolom_toas004.mp3]	Feedback targets: stress, vowel_reduction	toasts p2 type_pronunciation source_toas004
pronunciation	toas005	Listen, repeat aloud, then compare your stress and vowels.	За хозя́ев!	[sound:zastolom_toas005.mp3]	Feedback targets: stress, vowel_reduction	toasts p2 type_pronunciation source_toas005
pronunciation	toas006	Listen, repeat aloud, then compare your stress and vowels.	За ва́ше здоро́вье!	[sound:zastolom_toas006.mp3]	Feedback targets: stress, vowel_reduction	toasts p1 type_pronunciation source_toas006
pronunciation	toas007	Listen, repeat aloud, then compare your stress and vowels.	За здоро́вье!	[sound:zastolom_toas007.mp3]	Feedback targets: stress, vowel_reduction	toasts p2 type_pronunciation source_toas007
pronunciation	toas008	Listen, repeat aloud, then compare your stress and vowels.	За семью́!	[sound:zastolom_toas008.mp3]	Feedback targets: stress, vowel_reduction	toasts p2 type_pronunciation source_toas008
pronunciation	toas009	Listen, repeat aloud, then compare your stress and vowels.	За любо́вь!	[sound:zastolom_toas009.mp3]	Feedback targets: stress, vowel_reduction	toasts p2 type_pronunciation source_toas009
pronunciation	toas010	Listen, repeat aloud, then compare your stress and vowels.	За молоды́х!	[sound:zastolom_toas010.mp3]	Feedback targets: stress, vowel_reduction	toasts p3 type_pronunciation source_toas010
pronunciation	toas011	Listen, repeat aloud, then compare your stress and vowels.	Бу́дем здоро́вы!	[sound:zastolom_toas011.mp3]	Feedback targets: stress, vowel_reduction	toasts p2 type_pronunciation source_toas011
pronunciation	toas012	Listen, repeat aloud, then compare your stress and vowels.	Я хочу́ сказа́ть тост за …	[sound:zastolom_toas012.mp3]	Feedback targets: stress, vowel_reduction	toasts p2 type_pronunciation source_toas012
pronunciation	toas013	Listen, repeat aloud, then compare your stress and vowels.	Дава́йте вы́пьем за э́то!	[sound:zastolom_toas013.mp3]	Feedback targets: stress, vowel_reduction	toasts p3 type_pronunciation source_toas013
pronunciation	toas014	Listen, repeat aloud, then compare your stress and vowels.	до дна́	[sound:zastolom_toas014.mp3]	Feedback targets: stress, vowel_reduction	toasts p3 type_pronunciation source_toas014
pronunciation	toas015	Listen, repeat aloud, then compare your stress and vowels.	бока́л	[sound:zastolom_toas015.mp3]	Feedback targets: stress, vowel_reduction	toasts p3 type_pronunciation source_toas015
pronunciation	toas016	Listen, repeat aloud, then compare your stress and vowels.	рю́мка	[sound:zastolom_toas016.mp3]	Feedback targets: stress, vowel_reduction	toasts p3 type_pronunciation source_toas016
pronunciation	fami001	Listen, repeat aloud, then compare your stress and vowels.	семья́	[sound:zastolom_fami001.mp3]	Feedback targets: stress, vowel_reduction	family p2 type_pronunciation source_fami001
pronunciation	fami002	Listen, repeat aloud, then compare your stress and vowels.	жена́	[sound:zastolom_fami002.mp3]	Feedback targets: stress, vowel_reduction	family p2 type_pronunciation source_fami002
pronunciation	fami005	Listen, repeat aloud, then compare your stress and vowels.	тёща	[sound:zastolom_fami005.mp3]	Feedback targets: stress, vowel_reduction	family p2 type_pronunciation source_fami005
pronunciation	fami007	Listen, repeat aloud, then compare your stress and vowels.	шу́рин	[sound:zastolom_fami007.mp3]	Feedback targets: stress, vowel_reduction	family p3 type_pronunciation source_fami007
pronunciation	fami008	Listen, repeat aloud, then compare your stress and vowels.	сестра́ жены́	[sound:zastolom_fami008.mp3]	Feedback targets: stress, vowel_reduction	family p3 type_pronunciation source_fami008
pronunciation	fami009	Listen, repeat aloud, then compare your stress and vowels.	ма́ма	[sound:zastolom_fami009.mp3]	Feedback targets: stress, vowel_reduction	family p2 type_pronunciation source_fami009
pronunciation	fami010	Listen, repeat aloud, then compare your stress and vowels.	па́па	[sound:zastolom_fami010.mp3]	Feedback targets: stress, vowel_reduction	family p2 type_pronunciation source_fami010
pronunciation	fami011	Listen, repeat aloud, then compare your stress and vowels.	роди́тели	[sound:zastolom_fami011.mp3]	Feedback targets: stress, vowel_reduction	family p2 type_pronunciation source_fami011
pronunciation	fami012	Listen, repeat aloud, then compare your stress and vowels.	ба́бушка	[sound:zastolom_fami012.mp3]	Feedback targets: stress, vowel_reduction	family p2 type_pronunciation source_fami012
pronunciation	fami013	Listen, repeat aloud, then compare your stress and vowels.	де́душка	[sound:zastolom_fami013.mp3]	Feedback targets: stress, vowel_reduction	family p2 type_pronunciation source_fami013
pronunciation	fami017	Listen, repeat aloud, then compare your stress and vowels.	сестра́	[sound:zastolom_fami017.mp3]	Feedback targets: stress, vowel_reduction	family p3 type_pronunciation source_fami017
pronunciation	fami018	Listen, repeat aloud, then compare your stress and vowels.	де́ти	[sound:zastolom_fami018.mp3]	Feedback targets: stress, vowel_reduction	family p3 type_pronunciation source_fami018
pronunciation	fami019	Listen, repeat aloud, then compare your stress and vowels.	Я люблю́ ва́шу дочь	[sound:zastolom_fami019.mp3]	Feedback targets: stress, vowel_reduction	family p1 type_pronunciation source_fami019
pronunciation	food001	Listen, repeat aloud, then compare your stress and vowels.	Прия́тного аппети́та!	[sound:zastolom_food001.mp3]	Feedback targets: stress, vowel_reduction	food p1 type_pronunciation source_food001
pronunciation	food002	Listen, repeat aloud, then compare your stress and vowels.	О́чень вку́сно!	[sound:zastolom_food002.mp3]	Feedback targets: stress, vowel_reduction	food p1 type_pronunciation source_food002
pronunciation	food003	Listen, repeat aloud, then compare your stress and vowels.	Вку́сно!	[sound:zastolom_food003.mp3]	Feedback targets: stress, vowel_reduction	food p2 type_pronunciation source_food003
pronunciation	food004	Listen, repeat aloud, then compare your stress and vowels.	Спаси́бо, бы́ло о́чень вку́сно	[sound:zastolom_food004.mp3]	Feedback targets: stress, vowel_reduction	food p1 type_pronunciation source_food004
pronunciation	food005	Listen, repeat aloud, then compare your stress and vowels.	Мне о́чень нра́вится	[sound:zastolom_food005.mp3]	Feedback targets: stress, vowel_reduction	food p2 type_pronunciation source_food005
pronunciation	food006	Listen, repeat aloud, then compare your stress and vowels.	Я нае́лся	[sound:zastolom_food006.mp3]	Feedback targets: stress, vowel_reduction	food p2 type_pronunciation source_food006
pronunciation	food007	Listen, repeat aloud, then compare your stress and vowels.	Мо́жно ещё?	[sound:zastolom_food007.mp3]	Feedback targets: stress, vowel_reduction	food p2 type_pronunciation source_food007
pronunciation	food008	Listen, repeat aloud, then compare your stress and vowels.	Спаси́бо, не на́до	[sound:zastolom_food008.mp3]	Feedback targets: stress, vowel_reduction	food p2 type_pronunciation source_food008
pronunciation	food009	Listen, repeat aloud, then compare your stress and vowels.	Переда́йте, пожа́луйста, хлеб	[sound:zastolom_food009.mp3]	Feedback targets: stress, vowel_reduction	food p3 type_pronunciation source_food009
pronunciation	food010	Listen, repeat aloud, then compare your stress and vowels.	Мо́жно ча́ю?	[sound:zastolom_food010.mp3]	Feedback targets: stress, vowel_reduction	food p3 type_pronunciation source_food010
pronunciation	food012	Listen, repeat aloud, then compare your stress and vowels.	пельме́ни	[sound:zastolom_food012.mp3]	Feedback targets: stress, vowel_reduction	food p3 type_pronunciation source_food012
pronunciation	food013	Listen, repeat aloud, then compare your stress and vowels.	блины́	[sound:zastolom_food013.mp3]	Feedback targets: stress, vowel_reduction	food p3 type_pronunciation source_food013
pronunciation	food014	Listen, repeat aloud, then compare your stress and vowels.	оливье́	[sound:zastolom_food014.mp3]	Feedback targets: stress, vowel_reduction	food p3 type_pronunciation source_food014
pronunciation	food016	Listen, repeat aloud, then compare your stress and vowels.	во́дка	[sound:zastolom_food016.mp3]	Feedback targets: stress, vowel_reduction	food p3 type_pronunciation source_food016
pronunciation	smal001	Listen, repeat aloud, then compare your stress and vowels.	Я юри́ст	[sound:zastolom_smal001.mp3]	Feedback targets: stress, vowel_reduction	smalltalk p2 type_pronunciation source_smal001
pronunciation	smal002	Listen, repeat aloud, then compare your stress and vowels.	Я из Аме́рики	[sound:zastolom_smal002.mp3]	Feedback targets: stress, vowel_reduction	smalltalk p2 type_pronunciation source_smal002
pronunciation	smal003	Listen, repeat aloud, then compare your stress and vowels.	Я из шта́та Миссу́ри	[sound:zastolom_smal003.mp3]	Feedback targets: stress, vowel_reduction	smalltalk p3 type_pronunciation source_smal003
pronunciation	smal004	Listen, repeat aloud, then compare your stress and vowels.	Я живу́ в Аме́рике	[sound:zastolom_smal004.mp3]	Feedback targets: stress, vowel_reduction	smalltalk p3 type_pronunciation source_smal004
pronunciation	smal005	Listen, repeat aloud, then compare your stress and vowels.	Мы познако́мились …	[sound:zastolom_smal005.mp3]	Feedback targets: stress, vowel_reduction	smalltalk p2 type_pronunciation source_smal005
pronunciation	smal006	Listen, repeat aloud, then compare your stress and vowels.	Я немно́го говорю́ по-ру́сски	[sound:zastolom_smal006.mp3]	Feedback targets: stress, vowel_reduction	smalltalk p1 type_pronunciation source_smal006
pronunciation	smal007	Listen, repeat aloud, then compare your stress and vowels.	Хорошо́, спаси́бо	[sound:zastolom_smal007.mp3]	Feedback targets: stress, vowel_reduction	smalltalk p1 type_pronunciation source_smal007
pronunciation	smal008	Listen, repeat aloud, then compare your stress and vowels.	Норма́льно	[sound:zastolom_smal008.mp3]	Feedback targets: stress, vowel_reduction	smalltalk p2 type_pronunciation source_smal008
pronunciation	smal009	Listen, repeat aloud, then compare your stress and vowels.	Да, немно́го	[sound:zastolom_smal009.mp3]	Feedback targets: stress, vowel_reduction	smalltalk p2 type_pronunciation source_smal009
pronunciation	list001	Listen, repeat aloud, then compare your stress and vowels.	Как дела́?	[sound:zastolom_list001.mp3]	Feedback targets: stress, vowel_reduction	listening p1 type_pronunciation source_list001
pronunciation	list002	Listen, repeat aloud, then compare your stress and vowels.	Отку́да вы?	[sound:zastolom_list002.mp3]	Feedback targets: stress, vowel_reduction	listening p1 type_pronunciation source_list002
pronunciation	list003	Listen, repeat aloud, then compare your stress and vowels.	Кем вы рабо́таете?	[sound:zastolom_list003.mp3]	Feedback targets: stress, vowel_reduction	listening p2 type_pronunciation source_list003
pronunciation	list004	Listen, repeat aloud, then compare your stress and vowels.	Вы говори́те по-ру́сски?	[sound:zastolom_list004.mp3]	Feedback targets: stress, vowel_reduction	listening p1 type_pronunciation source_list004
pronunciation	list005	Listen, repeat aloud, then compare your stress and vowels.	Как ва́м Росси́я?	[sound:zastolom_list005.mp3]	Feedback targets: stress, vowel_reduction	listening p2 type_pronunciation source_list005
pronunciation	list006	Listen, repeat aloud, then compare your stress and vowels.	Как вы познако́мились?	[sound:zastolom_list006.mp3]	Feedback targets: stress, vowel_reduction	listening p2 type_pronunciation source_list006
pronunciation	list007	Listen, repeat aloud, then compare your stress and vowels.	Вам нра́вится …?	[sound:zastolom_list007.mp3]	Feedback targets: stress, vowel_reduction	listening p2 type_pronunciation source_list007
pronunciation	list008	Listen, repeat aloud, then compare your stress and vowels.	Ещё?	[sound:zastolom_list008.mp3]	Feedback targets: stress, vowel_reduction	listening p1 type_pronunciation source_list008
pronunciation	list009	Listen, repeat aloud, then compare your stress and vowels.	Бу́дете …?	[sound:zastolom_list009.mp3]	Feedback targets: stress, vowel_reduction	listening p3 type_pronunciation source_list009
pronunciation	verb001	Listen, repeat aloud, then compare your stress and vowels.	хочу́ / хоти́те	[sound:zastolom_verb001.mp3]	Feedback targets: stress, vowel_reduction	verbs p3 type_pronunciation source_verb001
pronunciation	verb002	Listen, repeat aloud, then compare your stress and vowels.	могу́ / мо́жете	[sound:zastolom_verb002.mp3]	Feedback targets: stress, vowel_reduction	verbs p3 type_pronunciation source_verb002
pronunciation	verb003	Listen, repeat aloud, then compare your stress and vowels.	говорю́ / говори́те	[sound:zastolom_verb003.mp3]	Feedback targets: stress, vowel_reduction	verbs p3 type_pronunciation source_verb003
pronunciation	verb004	Listen, repeat aloud, then compare your stress and vowels.	понима́ю / понима́ете	[sound:zastolom_verb004.mp3]	Feedback targets: stress, vowel_reduction	verbs p3 type_pronunciation source_verb004
pronunciation	verb005	Listen, repeat aloud, then compare your stress and vowels.	люблю́ / лю́бите	[sound:zastolom_verb005.mp3]	Feedback targets: stress, vowel_reduction	verbs p3 type_pronunciation source_verb005
pronunciation	verb006	Listen, repeat aloud, then compare your stress and vowels.	рабо́таю / рабо́таете	[sound:zastolom_verb006.mp3]	Feedback targets: stress, vowel_reduction	verbs p3 type_pronunciation source_verb006
pronunciation	verb007	Listen, repeat aloud, then compare your stress and vowels.	живу́ / живёте	[sound:zastolom_verb007.mp3]	Feedback targets: stress, vowel_reduction	verbs p3 type_pronunciation source_verb007
pronunciation	verb008	Listen, repeat aloud, then compare your stress and vowels.	ем / еди́те	[sound:zastolom_verb008.mp3]	Feedback targets: stress, vowel_reduction	verbs p3 type_pronunciation source_verb008
pronunciation	verb009	Listen, repeat aloud, then compare your stress and vowels.	пью / пьёте	[sound:zastolom_verb009.mp3]	Feedback targets: stress, vowel_reduction	verbs p3 type_pronunciation source_verb009
pronunciation	verb010	Listen, repeat aloud, then compare your stress and vowels.	зна́ю / зна́ете	[sound:zastolom_verb010.mp3]	Feedback targets: stress, vowel_reduction	verbs p3 type_pronunciation source_verb010
backtranslation	firs001	Translate to English, hide this, then rebuild the Russian: Здра́вствуйте	Здра́вствуйте	[sound:zastolom_firs001.mp3]	Back-translation; exact verified phrase is the answer.	first_contact p1 type_backtranslation source_firs001
backtranslation	firs002	Translate to English, hide this, then rebuild the Russian: До́брый ве́чер	До́брый ве́чер	[sound:zastolom_firs002.mp3]	Back-translation; exact verified phrase is the answer.	first_contact p1 type_backtranslation source_firs002
backtranslation	firs003	Translate to English, hide this, then rebuild the Russian: До́брый день	До́брый день	[sound:zastolom_firs003.mp3]	Back-translation; exact verified phrase is the answer.	first_contact p2 type_backtranslation source_firs003
backtranslation	firs004	Translate to English, hide this, then rebuild the Russian: До́брое у́тро	До́брое у́тро	[sound:zastolom_firs004.mp3]	Back-translation; exact verified phrase is the answer.	first_contact p2 type_backtranslation source_firs004
backtranslation	firs005	Translate to English, hide this, then rebuild the Russian: Меня́ зову́т Джо	Меня́ зову́т Джо	[sound:zastolom_firs005.mp3]	Back-translation; exact verified phrase is the answer.	first_contact p1 type_backtranslation source_firs005
backtranslation	firs006	Translate to English, hide this, then rebuild the Russian: О́чень прия́тно	О́чень прия́тно	[sound:zastolom_firs006.mp3]	Back-translation; exact verified phrase is the answer.	first_contact p1 type_backtranslation source_firs006
backtranslation	firs007	Translate to English, hide this, then rebuild the Russian: Прия́тно познако́миться	Прия́тно познако́миться	[sound:zastolom_firs007.mp3]	Back-translation; exact verified phrase is the answer.	first_contact p2 type_backtranslation source_firs007
backtranslation	firs008	Translate to English, hide this, then rebuild the Russian: Рад познако́миться	Рад познако́миться	[sound:zastolom_firs008.mp3]	Back-translation; exact verified phrase is the answer.	first_contact p2 type_backtranslation source_firs008
backtranslation	firs009	Translate to English, hide this, then rebuild the Russian: Разреши́те предста́виться	Разреши́те предста́виться	[sound:zastolom_firs009.mp3]	Back-translation; exact verified phrase is the answer.	first_contact p3 type_backtranslation source_firs009
backtranslation	firs010	Translate to English, hide this, then rebuild the Russian: Спаси́бо, что пригласи́ли	Спаси́бо, что пригласи́ли	[sound:zastolom_firs010.mp3]	Back-translation; exact verified phrase is the answer.	first_contact p1 type_backtranslation source_firs010
backtranslation	firs011	Translate to English, hide this, then rebuild the Russian: Спаси́бо, что приня́ли	Спаси́бо, что приня́ли	[sound:zastolom_firs011.mp3]	Back-translation; exact verified phrase is the answer.	first_contact p2 type_backtranslation source_firs011
backtranslation	firs012	Translate to English, hide this, then rebuild the Russian: До свида́ния	До свида́ния	[sound:zastolom_firs012.mp3]	Back-translation; exact verified phrase is the answer.	first_contact p2 type_backtranslation source_firs012
backtranslation	firs013	Translate to English, hide this, then rebuild the Russian: Споко́йной но́чи	Споко́йной но́чи	[sound:zastolom_firs013.mp3]	Back-translation; exact verified phrase is the answer.	first_contact p3 type_backtranslation source_firs013
backtranslation	poli001	Translate to English, hide this, then rebuild the Russian: Спаси́бо	Спаси́бо	[sound:zastolom_poli001.mp3]	Back-translation; exact verified phrase is the answer.	politeness p1 type_backtranslation source_poli001
backtranslation	poli002	Translate to English, hide this, then rebuild the Russian: Спаси́бо большо́е	Спаси́бо большо́е	[sound:zastolom_poli002.mp3]	Back-translation; exact verified phrase is the answer.	politeness p1 type_backtranslation source_poli002
backtranslation	poli003	Translate to English, hide this, then rebuild the Russian: Пожа́луйста	Пожа́луйста	[sound:zastolom_poli003.mp3]	Back-translation; exact verified phrase is the answer.	politeness p1 type_backtranslation source_poli003
backtranslation	poli004	Translate to English, hide this, then rebuild the Russian: Извини́те	Извини́те	[sound:zastolom_poli004.mp3]	Back-translation; exact verified phrase is the answer.	politeness p1 type_backtranslation source_poli004
backtranslation	poli005	Translate to English, hide this, then rebuild the Russian: Прости́те	Прости́те	[sound:zastolom_poli005.mp3]	Back-translation; exact verified phrase is the answer.	politeness p2 type_backtranslation source_poli005
backtranslation	poli006	Translate to English, hide this, then rebuild the Russian: Мо́жно?	Мо́жно?	[sound:zastolom_poli006.mp3]	Back-translation; exact verified phrase is the answer.	politeness p2 type_backtranslation source_poli006
backtranslation	poli008	Translate to English, hide this, then rebuild the Russian: Нет, спаси́бо	Нет, спаси́бо	[sound:zastolom_poli008.mp3]	Back-translation; exact verified phrase is the answer.	politeness p1 type_backtranslation source_poli008
backtranslation	poli009	Translate to English, hide this, then rebuild the Russian: Я ещё учу́ ру́сский	Я ещё учу́ ру́сский	[sound:zastolom_poli009.mp3]	Back-translation; exact verified phrase is the answer.	politeness p1 type_backtranslation source_poli009
backtranslation	poli010	Translate to English, hide this, then rebuild the Russian: Повтори́те, пожа́луйста	Повтори́те, пожа́луйста	[sound:zastolom_poli010.mp3]	Back-translation; exact verified phrase is the answer.	politeness p1 type_backtranslation source_poli010
backtranslation	poli011	Translate to English, hide this, then rebuild the Russian: Поме́дленнее, пожа́луйста	Поме́дленнее, пожа́луйста	[sound:zastolom_poli011.mp3]	Back-translation; exact verified phrase is the answer.	politeness p1 type_backtranslation source_poli011
backtranslation	poli012	Translate to English, hide this, then rebuild the Russian: Я не понима́ю	Я не понима́ю	[sound:zastolom_poli012.mp3]	Back-translation; exact verified phrase is the answer.	politeness p1 type_backtranslation source_poli012
backtranslation	poli013	Translate to English, hide this, then rebuild the Russian: Я понима́ю	Я понима́ю	[sound:zastolom_poli013.mp3]	Back-translation; exact verified phrase is the answer.	politeness p2 type_backtranslation source_poli013
backtranslation	poli014	Translate to English, hide this, then rebuild the Russian: Поня́тно	Поня́тно	[sound:zastolom_poli014.mp3]	Back-translation; exact verified phrase is the answer.	politeness p2 type_backtranslation source_poli014
backtranslation	poli015	Translate to English, hide this, then rebuild the Russian: Хорошо́	Хорошо́	[sound:zastolom_poli015.mp3]	Back-translation; exact verified phrase is the answer.	politeness p1 type_backtranslation source_poli015
backtranslation	poli016	Translate to English, hide this, then rebuild the Russian: Отли́чно	Отли́чно	[sound:zastolom_poli016.mp3]	Back-translation; exact verified phrase is the answer.	politeness p2 type_backtranslation source_poli016
backtranslation	poli017	Translate to English, hide this, then rebuild the Russian: Как по-ру́сски …?	Как по-ру́сски …?	[sound:zastolom_poli017.mp3]	Back-translation; exact verified phrase is the answer.	politeness p3 type_backtranslation source_poli017
backtranslation	toas001	Translate to English, hide this, then rebuild the Russian: За встре́чу!	За встре́чу!	[sound:zastolom_toas001.mp3]	Back-translation; exact verified phrase is the answer.	toasts p1 type_backtranslation source_toas001
backtranslation	toas002	Translate to English, hide this, then rebuild the Russian: За знако́мство!	За знако́мство!	[sound:zastolom_toas002.mp3]	Back-translation; exact verified phrase is the answer.	toasts p2 type_backtranslation source_toas002
backtranslation	toas003	Translate to English, hide this, then rebuild the Russian: За роди́телей!	За роди́телей!	[sound:zastolom_toas003.mp3]	Back-translation; exact verified phrase is the answer.	toasts p2 type_backtranslation source_toas003
backtranslation	toas004	Translate to English, hide this, then rebuild the Russian: За хозя́йку!	За хозя́йку!	[sound:zastolom_toas004.mp3]	Back-translation; exact verified phrase is the answer.	toasts p2 type_backtranslation source_toas004
backtranslation	toas005	Translate to English, hide this, then rebuild the Russian: За хозя́ев!	За хозя́ев!	[sound:zastolom_toas005.mp3]	Back-translation; exact verified phrase is the answer.	toasts p2 type_backtranslation source_toas005
backtranslation	toas006	Translate to English, hide this, then rebuild the Russian: За ва́ше здоро́вье!	За ва́ше здоро́вье!	[sound:zastolom_toas006.mp3]	Back-translation; exact verified phrase is the answer.	toasts p1 type_backtranslation source_toas006
backtranslation	toas007	Translate to English, hide this, then rebuild the Russian: За здоро́вье!	За здоро́вье!	[sound:zastolom_toas007.mp3]	Back-translation; exact verified phrase is the answer.	toasts p2 type_backtranslation source_toas007
backtranslation	toas008	Translate to English, hide this, then rebuild the Russian: За семью́!	За семью́!	[sound:zastolom_toas008.mp3]	Back-translation; exact verified phrase is the answer.	toasts p2 type_backtranslation source_toas008
backtranslation	toas009	Translate to English, hide this, then rebuild the Russian: За любо́вь!	За любо́вь!	[sound:zastolom_toas009.mp3]	Back-translation; exact verified phrase is the answer.	toasts p2 type_backtranslation source_toas009
backtranslation	toas010	Translate to English, hide this, then rebuild the Russian: За молоды́х!	За молоды́х!	[sound:zastolom_toas010.mp3]	Back-translation; exact verified phrase is the answer.	toasts p3 type_backtranslation source_toas010
backtranslation	toas011	Translate to English, hide this, then rebuild the Russian: Бу́дем здоро́вы!	Бу́дем здоро́вы!	[sound:zastolom_toas011.mp3]	Back-translation; exact verified phrase is the answer.	toasts p2 type_backtranslation source_toas011
backtranslation	toas012	Translate to English, hide this, then rebuild the Russian: Я хочу́ сказа́ть тост за …	Я хочу́ сказа́ть тост за …	[sound:zastolom_toas012.mp3]	Back-translation; exact verified phrase is the answer.	toasts p2 type_backtranslation source_toas012
backtranslation	toas013	Translate to English, hide this, then rebuild the Russian: Дава́йте вы́пьем за э́то!	Дава́йте вы́пьем за э́то!	[sound:zastolom_toas013.mp3]	Back-translation; exact verified phrase is the answer.	toasts p3 type_backtranslation source_toas013
backtranslation	toas014	Translate to English, hide this, then rebuild the Russian: до дна́	до дна́	[sound:zastolom_toas014.mp3]	Back-translation; exact verified phrase is the answer.	toasts p3 type_backtranslation source_toas014
backtranslation	toas015	Translate to English, hide this, then rebuild the Russian: бока́л	бока́л	[sound:zastolom_toas015.mp3]	Back-translation; exact verified phrase is the answer.	toasts p3 type_backtranslation source_toas015
backtranslation	toas016	Translate to English, hide this, then rebuild the Russian: рю́мка	рю́мка	[sound:zastolom_toas016.mp3]	Back-translation; exact verified phrase is the answer.	toasts p3 type_backtranslation source_toas016
backtranslation	fami001	Translate to English, hide this, then rebuild the Russian: семья́	семья́	[sound:zastolom_fami001.mp3]	Back-translation; exact verified phrase is the answer.	family p2 type_backtranslation source_fami001
backtranslation	fami002	Translate to English, hide this, then rebuild the Russian: жена́	жена́	[sound:zastolom_fami002.mp3]	Back-translation; exact verified phrase is the answer.	family p2 type_backtranslation source_fami002
backtranslation	fami005	Translate to English, hide this, then rebuild the Russian: тёща	тёща	[sound:zastolom_fami005.mp3]	Back-translation; exact verified phrase is the answer.	family p2 type_backtranslation source_fami005
backtranslation	fami007	Translate to English, hide this, then rebuild the Russian: шу́рин	шу́рин	[sound:zastolom_fami007.mp3]	Back-translation; exact verified phrase is the answer.	family p3 type_backtranslation source_fami007
backtranslation	fami008	Translate to English, hide this, then rebuild the Russian: сестра́ жены́	сестра́ жены́	[sound:zastolom_fami008.mp3]	Back-translation; exact verified phrase is the answer.	family p3 type_backtranslation source_fami008
backtranslation	fami009	Translate to English, hide this, then rebuild the Russian: ма́ма	ма́ма	[sound:zastolom_fami009.mp3]	Back-translation; exact verified phrase is the answer.	family p2 type_backtranslation source_fami009
backtranslation	fami010	Translate to English, hide this, then rebuild the Russian: па́па	па́па	[sound:zastolom_fami010.mp3]	Back-translation; exact verified phrase is the answer.	family p2 type_backtranslation source_fami010
backtranslation	fami011	Translate to English, hide this, then rebuild the Russian: роди́тели	роди́тели	[sound:zastolom_fami011.mp3]	Back-translation; exact verified phrase is the answer.	family p2 type_backtranslation source_fami011
backtranslation	fami012	Translate to English, hide this, then rebuild the Russian: ба́бушка	ба́бушка	[sound:zastolom_fami012.mp3]	Back-translation; exact verified phrase is the answer.	family p2 type_backtranslation source_fami012
backtranslation	fami013	Translate to English, hide this, then rebuild the Russian: де́душка	де́душка	[sound:zastolom_fami013.mp3]	Back-translation; exact verified phrase is the answer.	family p2 type_backtranslation source_fami013
backtranslation	fami017	Translate to English, hide this, then rebuild the Russian: сестра́	сестра́	[sound:zastolom_fami017.mp3]	Back-translation; exact verified phrase is the answer.	family p3 type_backtranslation source_fami017
backtranslation	fami018	Translate to English, hide this, then rebuild the Russian: де́ти	де́ти	[sound:zastolom_fami018.mp3]	Back-translation; exact verified phrase is the answer.	family p3 type_backtranslation source_fami018
backtranslation	fami019	Translate to English, hide this, then rebuild the Russian: Я люблю́ ва́шу дочь	Я люблю́ ва́шу дочь	[sound:zastolom_fami019.mp3]	Back-translation; exact verified phrase is the answer.	family p1 type_backtranslation source_fami019
backtranslation	food001	Translate to English, hide this, then rebuild the Russian: Прия́тного аппети́та!	Прия́тного аппети́та!	[sound:zastolom_food001.mp3]	Back-translation; exact verified phrase is the answer.	food p1 type_backtranslation source_food001
backtranslation	food002	Translate to English, hide this, then rebuild the Russian: О́чень вку́сно!	О́чень вку́сно!	[sound:zastolom_food002.mp3]	Back-translation; exact verified phrase is the answer.	food p1 type_backtranslation source_food002
backtranslation	food003	Translate to English, hide this, then rebuild the Russian: Вку́сно!	Вку́сно!	[sound:zastolom_food003.mp3]	Back-translation; exact verified phrase is the answer.	food p2 type_backtranslation source_food003
backtranslation	food004	Translate to English, hide this, then rebuild the Russian: Спаси́бо, бы́ло о́чень вку́сно	Спаси́бо, бы́ло о́чень вку́сно	[sound:zastolom_food004.mp3]	Back-translation; exact verified phrase is the answer.	food p1 type_backtranslation source_food004
backtranslation	food005	Translate to English, hide this, then rebuild the Russian: Мне о́чень нра́вится	Мне о́чень нра́вится	[sound:zastolom_food005.mp3]	Back-translation; exact verified phrase is the answer.	food p2 type_backtranslation source_food005
backtranslation	food006	Translate to English, hide this, then rebuild the Russian: Я нае́лся	Я нае́лся	[sound:zastolom_food006.mp3]	Back-translation; exact verified phrase is the answer.	food p2 type_backtranslation source_food006
backtranslation	food007	Translate to English, hide this, then rebuild the Russian: Мо́жно ещё?	Мо́жно ещё?	[sound:zastolom_food007.mp3]	Back-translation; exact verified phrase is the answer.	food p2 type_backtranslation source_food007
backtranslation	food008	Translate to English, hide this, then rebuild the Russian: Спаси́бо, не на́до	Спаси́бо, не на́до	[sound:zastolom_food008.mp3]	Back-translation; exact verified phrase is the answer.	food p2 type_backtranslation source_food008
backtranslation	food009	Translate to English, hide this, then rebuild the Russian: Переда́йте, пожа́луйста, хлеб	Переда́йте, пожа́луйста, хлеб	[sound:zastolom_food009.mp3]	Back-translation; exact verified phrase is the answer.	food p3 type_backtranslation source_food009
backtranslation	food010	Translate to English, hide this, then rebuild the Russian: Мо́жно ча́ю?	Мо́жно ча́ю?	[sound:zastolom_food010.mp3]	Back-translation; exact verified phrase is the answer.	food p3 type_backtranslation source_food010
